Movie_Duration_Min,Genre,Budget_Million,IMDb_Rating,Language,Lead_Actor_Popularity,Marketing_Spend_Million,Box_Office_Million,Director_Rating,Social_Media_Buzz,Critic_Score,Audience_Score,Franchise,Awards_Nominated,Target
143,Action,49.1,8.4,Spanish,18,18.7,50.3,7.7,17,4.2,6.0,Yes,7,Hit
172,Drama,215.3,5.0,French,38,82.2,125.9,4.7,87,7.0,8.4,No,4,Flop
146,Thriller,191.8,5.7,English,2,73.2,226.3,6.2,47,9.5,7.5,Yes,3,Hit
148,Comedy,294.4,5.6,Spanish,34,112.4,700.5,5.1,57,4.0,7.6,Yes,9,Hit
114,Drama,223.5,6.1,Spanish,47,85.3,172.0,7.1,75,9.4,7.1,Yes,6,Hit
92,Romance,237.3,8.1,Hindi,18,90.6,203.8,8.6,93,8.8,5.0,No,6,Flop
115,Action,106.7,3.6,Hindi,31,40.7,74.5,7.8,20,7.4,5.6,Yes,9,Flop
141,Romance,272.0,5.2,Korean,7,103.8,241.7,7.7,83,7.5,6.6,Yes,3,Flop
111,Action,28.8,3.9,French,51,11.0,12.2,4.7,85,5.5,8.9,Yes,5,Flop
101,Action,149.9,6.8,English,30,57.2,85.7,8.4,88,9.0,5.1,Yes,3,Flop
152,Thriller,40.4,8.0,Hindi,51,15.4,68.5,7.8,76,7.6,4.5,No,7,Hit
146,Drama,126.1,5.0,Korean,84,48.1,75.3,4.5,53,6.9,6.7,Yes,8,Flop
126,Thriller,106.0,9.0,English,78,40.5,138.4,4.1,84,5.9,5.8,No,9,Flop
172,Romance,190.0,4.3,Hindi,26,72.5,113.3,7.2,48,5.3,7.3,No,4,Flop
157,Thriller,39.0,3.5,Spanish,1,14.9,46.1,6.4,93,5.3,5.8,No,8,Flop
177,Thriller,161.2,4.8,Hindi,53,61.5,259.9,4.6,13,8.3,8.9,No,9,Hit
173,Comedy,225.4,7.0,English,43,86.1,151.0,5.4,69,8.1,4.2,No,7,Flop
135,Drama,8.0,8.5,English,16,3.1,19.8,5.5,13,5.0,4.3,Yes,2,Flop
163,Comedy,179.0,8.0,Korean,34,68.3,188.8,9.1,16,8.8,8.5,Yes,8,Hit
130,Action,263.9,7.5,English,17,100.8,547.8,7.6,32,7.6,6.8,Yes,8,Hit
159,Drama,244.9,3.8,Spanish,76,93.5,82.9,5.0,58,8.1,7.6,No,3,Flop
94,Drama,14.3,5.1,Hindi,8,5.5,22.4,9.2,16,8.2,7.7,No,9,Hit
166,Action,267.9,6.6,Spanish,43,102.3,524.3,7.6,83,7.3,9.1,Yes,9,Hit
132,Drama,221.1,9.2,Spanish,94,84.4,185.8,8.3,30,4.7,7.1,No,0,Flop
144,Thriller,287.4,5.6,Korean,7,109.7,238.9,6.9,23,5.9,6.8,Yes,7,Flop
143,Thriller,183.1,8.7,Korean,56,69.9,411.1,6.0,54,5.8,6.4,No,2,Flop
127,Drama,47.2,9.5,English,46,18.0,54.6,8.1,49,8.0,6.7,Yes,4,Hit
116,Drama,138.1,7.8,French,86,52.7,93.5,4.6,33,9.0,7.6,No,9,Flop
114,Romance,120.5,4.2,Spanish,24,46.0,213.2,4.6,98,5.5,7.2,No,0,Hit
97,Drama,11.3,5.6,French,51,4.3,27.5,4.3,89,8.3,8.7,No,0,Hit
111,Thriller,5.7,7.0,English,37,2.2,7.9,4.9,95,6.6,4.3,No,6,Hit
169,Action,210.0,9.3,Hindi,97,80.2,184.6,4.7,16,4.2,7.3,No,7,Flop
83,Thriller,273.7,5.7,Korean,15,104.5,251.0,6.2,74,5.5,6.7,Yes,1,Flop
136,Action,242.2,6.2,Korean,53,92.5,82.6,5.4,32,6.2,8.5,Yes,4,Flop
169,Comedy,289.5,6.1,French,43,110.5,612.0,7.9,70,6.0,9.2,Yes,5,Hit
127,Action,283.9,4.9,Hindi,50,108.4,528.2,4.6,19,4.4,9.2,No,2,Hit
97,Thriller,18.6,4.6,Spanish,54,7.1,33.2,8.6,60,6.0,4.6,No,2,Hit
83,Action,293.9,8.5,French,67,112.2,516.4,9.3,51,8.4,5.7,Yes,4,Hit
112,Action,267.7,5.5,Korean,39,102.2,304.9,4.9,94,5.2,4.6,Yes,3,Flop
105,Comedy,255.1,4.0,English,6,97.4,236.9,5.6,39,7.3,8.0,No,0,Flop
138,Drama,267.1,3.6,English,30,102.0,635.9,5.7,94,4.3,6.6,Yes,6,Flop
167,Romance,51.2,3.7,Hindi,43,19.5,43.9,5.4,96,9.5,6.5,No,3,Flop
169,Romance,135.2,5.7,Hindi,16,51.6,96.9,6.5,62,7.0,8.2,Yes,9,Flop
111,Thriller,229.4,3.6,English,22,87.6,367.1,7.0,54,7.9,7.0,Yes,6,Hit
106,Comedy,61.5,9.2,English,54,23.5,95.6,9.2,70,5.2,4.4,Yes,4,Hit
160,Action,136.5,3.9,Spanish,25,52.1,308.4,6.2,81,5.3,7.6,Yes,7,Hit
103,Romance,224.9,5.2,Spanish,17,85.9,84.7,9.1,60,9.2,5.8,Yes,3,Flop
142,Romance,124.8,8.2,English,2,47.6,114.8,6.3,88,8.2,5.0,No,6,Flop
145,Thriller,69.2,5.1,French,39,26.4,72.3,5.8,43,8.2,7.6,Yes,0,Hit
176,Comedy,149.9,7.4,French,36,57.2,322.6,8.8,31,5.6,5.4,No,6,Hit
138,Thriller,240.5,7.7,Korean,74,91.8,512.6,7.5,52,6.2,6.0,Yes,8,Hit
167,Drama,201.0,6.4,Spanish,49,76.7,184.5,4.4,67,4.6,6.0,No,5,Flop
96,Thriller,195.7,9.0,Hindi,58,74.7,117.4,4.6,63,8.8,5.6,Yes,1,Flop
163,Comedy,80.6,4.6,French,75,30.8,74.2,6.5,84,6.8,9.4,No,7,Flop
103,Drama,100.5,8.4,Hindi,4,38.4,184.0,4.1,75,7.7,7.5,Yes,3,Hit
135,Thriller,231.8,8.6,Spanish,78,88.5,108.3,7.2,28,8.6,8.8,Yes,6,Hit
84,Comedy,31.0,6.0,Spanish,47,11.8,74.0,5.3,68,4.7,4.8,No,8,Flop
174,Comedy,208.9,8.7,English,60,79.8,106.0,4.9,50,4.8,5.4,No,4,Flop
81,Romance,101.8,6.9,French,39,38.9,94.4,6.7,64,6.8,7.5,Yes,6,Flop
123,Thriller,255.8,8.0,Spanish,58,97.7,369.9,4.5,90,9.2,4.1,Yes,9,Hit
159,Comedy,277.1,8.9,Spanish,44,105.8,494.5,5.7,59,6.3,8.0,No,2,Hit
92,Comedy,105.6,3.5,English,86,40.3,205.5,6.5,92,4.5,6.0,Yes,0,Flop
114,Action,210.1,5.5,Hindi,40,80.2,177.5,4.8,76,4.9,9.5,No,6,Flop
160,Drama,181.2,5.2,English,8,69.2,252.1,7.8,68,6.6,5.8,Yes,7,Hit
176,Comedy,148.3,4.4,Spanish,33,56.6,158.4,5.7,68,4.1,8.9,Yes,8,Hit
92,Romance,178.0,6.9,Spanish,94,68.0,380.3,8.6,47,6.8,5.2,Yes,4,Hit
139,Drama,117.9,6.7,Spanish,49,45.0,223.3,5.1,76,9.0,5.5,No,2,Hit
169,Comedy,88.7,8.7,Korean,99,33.9,188.8,6.8,33,8.9,9.2,No,1,Hit
111,Comedy,49.8,4.9,French,72,19.0,46.4,4.6,13,6.3,5.8,Yes,0,Flop
82,Drama,51.1,5.0,Hindi,55,19.5,36.0,7.9,15,7.6,5.2,No,3,Flop
176,Romance,26.2,8.0,Korean,20,10.0,52.9,8.4,23,8.4,9.1,No,8,Hit
171,Romance,130.4,5.1,English,30,49.8,266.5,6.2,72,5.8,4.6,Yes,7,Flop
138,Comedy,289.5,5.8,French,97,110.5,202.1,4.3,84,8.7,5.6,No,5,Flop
178,Comedy,108.0,4.4,Spanish,44,41.2,73.4,6.8,51,4.3,7.9,No,0,Flop
158,Comedy,261.0,4.1,French,42,99.6,417.4,8.0,81,8.6,7.1,Yes,4,Hit
144,Action,221.9,5.3,Spanish,46,84.7,498.5,8.9,75,8.6,4.3,Yes,5,Hit
126,Thriller,269.5,5.0,Spanish,26,102.9,283.0,6.8,20,8.4,8.2,No,9,Hit
105,Comedy,242.6,5.0,Spanish,74,92.6,119.0,7.5,78,7.0,7.0,No,9,Flop
142,Thriller,256.2,7.6,Spanish,6,97.8,620.4,4.3,97,7.1,5.7,Yes,5,Hit
139,Drama,50.0,4.1,Spanish,30,19.1,27.2,5.7,96,4.9,8.3,Yes,4,Flop
133,Drama,230.8,4.0,Spanish,55,88.1,424.8,6.5,58,8.5,6.4,Yes,5,Hit
173,Comedy,95.9,9.3,English,46,36.6,212.6,6.4,65,9.1,7.3,Yes,8,Hit
91,Action,193.5,6.4,Hindi,68,73.9,335.6,6.8,14,5.4,7.9,Yes,3,Hit
173,Action,16.8,8.1,Spanish,94,6.4,36.2,8.0,78,9.0,8.4,No,0,Hit
108,Action,72.7,5.6,English,79,27.8,125.1,7.3,27,7.1,5.6,Yes,5,Hit
165,Thriller,280.5,6.1,French,49,107.1,151.6,7.8,99,4.0,8.2,Yes,5,Flop
122,Action,294.7,9.0,Hindi,40,112.5,425.6,9.5,79,6.2,7.2,No,7,Hit
93,Romance,266.8,5.2,Hindi,68,101.9,643.9,7.5,22,6.9,6.7,No,9,Hit
115,Drama,242.7,4.0,English,73,92.7,518.6,9.0,33,5.9,4.5,No,7,Hit
167,Drama,162.1,6.8,English,72,61.9,254.2,4.2,33,8.9,6.2,Yes,4,Hit
92,Thriller,104.5,7.9,English,58,39.9,62.1,5.0,35,8.3,7.3,No,1,Flop
149,Action,175.8,4.4,French,19,67.1,362.3,6.7,97,6.9,9.1,Yes,6,Hit
107,Drama,232.7,3.5,Korean,79,88.8,83.6,5.2,52,9.3,5.3,No,2,Flop
154,Drama,228.4,4.7,Spanish,41,87.2,322.6,7.2,70,4.9,9.4,Yes,0,Hit
95,Drama,127.3,7.6,French,11,48.6,55.0,9.3,42,5.4,9.1,No,7,Flop
112,Thriller,148.5,6.2,French,42,56.7,51.3,4.9,79,7.8,5.6,No,5,Flop
144,Comedy,68.2,5.9,French,11,26.0,57.2,4.5,65,6.3,6.3,Yes,7,Flop
118,Romance,53.2,5.2,Hindi,16,20.3,131.1,6.2,49,5.9,8.7,No,0,Hit
100,Thriller,116.7,4.8,Spanish,40,44.6,45.9,5.8,44,9.3,5.2,Yes,4,Flop
92,Comedy,158.0,4.8,Hindi,66,60.3,93.5,4.6,47,5.3,5.3,Yes,1,Flop
80,Thriller,202.6,9.2,Hindi,6,77.3,488.2,5.6,99,4.2,6.8,No,0,Flop
140,Drama,92.9,4.8,Spanish,80,35.5,105.0,4.4,61,7.5,4.9,Yes,9,Hit
135,Comedy,161.7,3.8,Spanish,1,61.7,167.5,8.3,81,6.5,4.4,No,7,Hit
161,Drama,136.1,7.4,French,39,52.0,293.6,6.2,36,7.8,7.5,No,4,Hit
118,Thriller,96.5,8.5,French,7,36.8,198.6,8.5,33,8.6,6.7,Yes,3,Hit
166,Thriller,85.8,3.9,French,46,32.8,104.2,4.1,69,5.9,5.7,No,6,Flop
161,Comedy,266.3,4.9,French,90,101.7,134.7,4.7,68,7.9,5.3,No,6,Flop
149,Romance,30.3,5.7,Hindi,31,11.6,11.9,5.2,37,5.8,6.3,No,7,Flop
113,Romance,81.4,6.3,Spanish,16,31.1,82.6,5.8,26,6.0,7.8,No,6,Hit
112,Thriller,107.9,6.1,Korean,79,41.2,146.9,5.1,32,7.3,7.1,Yes,2,Hit
161,Comedy,136.3,6.8,French,23,52.0,309.1,7.9,16,4.7,4.6,Yes,1,Hit
168,Romance,177.9,3.7,French,58,67.9,246.3,5.8,64,5.5,6.1,No,7,Flop
162,Action,124.4,9.2,English,82,47.5,99.7,4.1,23,6.1,4.6,No,1,Flop
114,Thriller,183.3,7.6,English,49,70.0,417.4,4.5,96,5.0,6.4,No,3,Flop
121,Romance,129.7,3.7,Korean,34,49.5,236.4,4.3,59,6.4,4.6,Yes,8,Flop
100,Comedy,40.0,7.7,Spanish,70,15.3,28.5,9.1,32,6.1,5.6,No,0,Flop
154,Action,273.8,8.1,Spanish,56,104.5,666.0,9.4,69,6.9,7.7,No,2,Hit
153,Romance,275.1,8.2,Korean,44,105.0,408.0,5.9,31,4.8,4.4,No,8,Flop
105,Thriller,126.1,7.7,French,6,48.1,189.8,4.3,41,5.0,5.2,Yes,3,Flop
99,Thriller,57.9,5.6,French,77,22.1,49.6,8.8,13,4.8,5.8,Yes,0,Flop
120,Thriller,76.3,5.9,French,78,29.1,104.6,5.0,41,9.0,7.4,No,2,Hit
104,Comedy,115.3,4.3,French,87,44.0,224.6,8.9,81,8.5,5.2,Yes,8,Hit
154,Romance,274.4,6.8,Hindi,75,104.8,428.3,5.3,28,6.9,9.5,No,9,Hit
161,Comedy,132.2,7.6,English,41,50.5,225.7,7.4,37,8.0,7.6,Yes,6,Hit
173,Romance,253.3,9.1,English,86,96.7,464.5,5.7,74,4.8,8.5,Yes,2,Hit
117,Drama,220.7,4.0,Spanish,43,84.3,501.8,5.6,81,7.2,5.9,Yes,3,Hit
179,Comedy,151.6,7.0,Spanish,32,57.9,54.4,6.9,39,4.2,4.7,Yes,6,Flop
170,Action,109.4,3.2,Hindi,72,41.8,50.7,4.4,38,9.4,6.1,No,7,Flop
135,Thriller,11.4,4.7,Korean,54,4.4,28.3,5.7,70,8.1,5.2,No,6,Hit
103,Thriller,125.9,3.4,Korean,51,48.1,272.0,6.0,51,5.9,4.4,Yes,0,Flop
165,Drama,289.9,8.5,Korean,42,110.7,162.8,6.0,92,6.7,9.3,No,1,Flop
147,Romance,35.7,4.2,French,71,13.6,75.3,7.8,31,7.2,6.8,No,2,Hit
127,Comedy,238.7,9.0,Hindi,65,91.1,302.6,6.2,64,5.9,4.9,Yes,0,Flop
178,Thriller,21.7,8.2,Spanish,60,8.3,29.7,4.6,16,7.3,6.1,No,9,Hit
166,Romance,51.1,3.9,Spanish,19,19.5,37.5,6.9,25,9.2,6.6,Yes,2,Flop
131,Drama,34.9,8.1,French,28,13.3,82.4,6.4,38,9.2,7.7,Yes,6,Hit
154,Thriller,116.7,7.8,English,94,44.6,98.2,5.6,22,6.1,5.7,Yes,1,Flop
89,Action,243.8,3.9,Spanish,97,93.1,349.6,7.4,71,5.1,7.0,Yes,1,Hit
178,Thriller,83.0,3.1,English,53,31.7,62.8,5.6,97,6.7,5.2,Yes,1,Flop
118,Romance,263.6,5.7,Spanish,70,100.6,109.7,8.1,58,4.7,4.3,No,7,Flop
165,Drama,121.3,9.5,Korean,39,46.3,274.8,5.7,15,8.4,9.2,No,7,Hit
131,Drama,181.5,5.0,Spanish,44,69.3,210.1,4.7,28,9.2,9.4,Yes,0,Hit
178,Romance,108.4,4.9,English,38,41.4,225.2,5.3,77,9.2,5.4,Yes,7,Hit
102,Romance,99.0,5.7,Spanish,12,37.8,102.6,4.4,58,6.1,8.7,Yes,0,Hit
176,Comedy,271.2,6.8,French,46,103.5,305.2,9.2,88,5.8,4.4,No,3,Hit
171,Action,221.9,4.6,Spanish,56,84.7,428.4,7.3,99,7.6,9.3,Yes,2,Hit
172,Romance,49.6,5.0,Hindi,9,18.9,62.9,7.9,92,8.3,6.4,No,9,Hit
91,Drama,137.7,6.4,French,79,52.6,251.6,8.5,58,4.2,5.0,No,8,Hit
161,Thriller,87.7,8.7,French,51,33.5,182.7,5.1,80,4.4,4.1,No,8,Flop
99,Romance,257.8,5.1,Korean,17,98.4,421.0,8.4,32,4.1,8.9,Yes,1,Hit
107,Comedy,82.7,5.5,Korean,89,31.6,62.0,6.1,18,4.9,9.1,Yes,3,Flop
160,Action,11.7,5.7,Hindi,87,4.5,5.8,6.9,38,4.2,6.0,No,6,Flop
151,Romance,247.6,7.4,French,57,94.5,582.4,6.1,79,6.7,9.1,No,3,Hit
103,Drama,5.1,6.3,Korean,62,1.9,12.0,4.5,89,5.9,6.0,No,5,Flop
129,Thriller,265.6,9.1,Spanish,25,101.4,476.0,8.5,20,7.8,5.7,No,1,Hit
111,Romance,89.6,9.3,English,79,34.2,38.1,6.4,51,4.3,6.8,No,9,Flop
132,Action,275.1,5.4,French,35,105.0,103.0,4.7,68,4.7,6.6,No,5,Flop
167,Comedy,41.3,6.6,Hindi,35,15.8,96.1,9.4,41,4.6,4.3,Yes,3,Hit
176,Comedy,241.1,7.8,English,84,92.0,585.7,9.4,15,7.1,9.1,Yes,2,Hit
119,Comedy,187.6,9.4,Korean,85,71.6,134.0,6.7,59,5.1,7.4,No,7,Flop
103,Thriller,178.1,7.7,Spanish,29,68.0,314.5,7.6,53,8.9,8.5,No,3,Hit
136,Romance,177.4,4.9,Korean,65,67.7,136.3,7.0,98,4.9,6.3,Yes,1,Flop
140,Action,235.6,4.1,French,75,89.9,275.5,5.4,35,7.0,9.4,No,2,Hit
116,Comedy,234.1,6.8,Korean,72,89.4,152.0,6.6,86,8.8,7.6,Yes,0,Flop
88,Thriller,125.3,5.4,French,53,47.8,223.6,8.7,26,4.0,5.7,Yes,7,Hit
99,Romance,226.1,5.1,Spanish,30,86.3,124.2,9.0,17,8.6,7.7,Yes,7,Hit
136,Thriller,283.7,9.0,Spanish,17,108.3,508.3,5.2,48,8.1,6.3,Yes,4,Hit
114,Comedy,49.4,3.8,English,78,18.9,51.5,8.0,27,5.3,8.5,No,8,Hit
168,Comedy,154.4,4.8,Hindi,89,58.9,293.8,5.3,83,9.3,7.1,Yes,5,Hit
85,Thriller,254.8,7.0,Hindi,93,97.3,273.1,9.3,77,5.3,7.9,No,5,Hit
114,Comedy,138.1,4.0,Spanish,26,52.7,220.7,5.7,80,9.0,5.3,No,3,Hit
142,Romance,63.4,5.9,French,65,24.2,84.1,7.0,48,4.9,7.9,No,6,Hit
98,Comedy,290.9,3.4,Hindi,31,111.1,556.7,5.6,75,6.1,4.7,Yes,2,Flop
155,Romance,180.0,4.2,French,35,68.7,309.5,6.0,37,8.6,6.3,No,5,Hit
98,Action,22.6,3.3,English,8,8.6,36.7,6.2,97,6.7,5.6,No,9,Hit
91,Comedy,177.2,6.7,Hindi,33,67.7,319.1,5.8,72,6.4,4.4,No,1,Flop
145,Action,96.3,9.4,Hindi,49,36.8,102.2,7.0,96,5.4,5.2,Yes,0,Flop
161,Romance,88.6,7.7,Korean,71,33.8,217.4,5.7,50,6.9,4.3,Yes,8,Hit
158,Romance,217.9,3.2,English,60,83.2,129.9,6.5,15,6.4,4.1,Yes,4,Flop
109,Thriller,200.9,5.7,Spanish,30,76.7,354.6,7.6,28,6.2,4.1,Yes,1,Hit
168,Action,137.1,4.6,English,27,52.3,183.1,9.1,55,9.2,4.4,No,7,Hit
103,Action,295.2,4.8,Spanish,64,112.7,586.4,6.5,14,4.8,4.1,No,0,Flop
81,Action,228.6,4.8,Hindi,50,87.3,348.2,6.8,18,5.2,8.7,Yes,0,Hit
163,Action,58.0,4.6,Korean,24,22.1,36.4,4.7,36,5.7,4.4,Yes,9,Flop
131,Action,148.7,5.7,English,24,56.8,142.8,5.3,23,6.1,6.5,No,4,Flop
110,Romance,141.7,5.1,Spanish,58,54.1,80.2,4.8,27,5.1,9.1,No,1,Flop
123,Comedy,238.2,6.5,Korean,57,90.9,188.9,9.4,71,5.0,6.8,Yes,7,Flop
121,Action,28.4,8.5,Spanish,98,10.8,59.9,7.8,35,7.0,4.9,No,6,Hit
94,Comedy,275.0,9.4,Spanish,37,105.0,174.3,5.9,53,5.6,4.9,No,4,Flop
93,Action,226.2,3.2,Spanish,14,86.4,397.8,6.0,49,6.8,6.6,No,5,Hit
172,Drama,85.4,7.5,Hindi,63,32.6,93.3,7.9,45,7.2,8.0,No,9,Hit
139,Thriller,289.8,8.4,French,49,110.6,177.6,4.7,57,7.4,6.0,No,3,Flop
91,Drama,143.5,7.5,Hindi,9,54.8,97.9,8.0,57,5.9,8.1,No,8,Flop
125,Drama,24.6,3.4,Spanish,46,9.4,26.6,5.9,97,4.7,6.3,Yes,0,Flop
128,Drama,19.7,5.7,Spanish,69,7.5,15.9,9.2,54,5.7,4.1,Yes,4,Flop
108,Romance,94.8,5.9,Hindi,69,36.2,120.6,4.5,60,6.9,5.8,Yes,1,Hit
111,Action,95.1,7.9,Spanish,9,36.3,77.1,6.4,10,5.3,5.7,Yes,2,Flop
154,Comedy,212.1,8.8,Spanish,27,81.0,286.3,7.4,36,8.6,8.7,Yes,7,Hit
148,Drama,292.9,4.9,Spanish,52,111.8,537.4,9.3,85,5.3,6.9,Yes,9,Hit
80,Romance,144.0,9.3,English,23,55.0,161.0,5.8,33,8.3,6.7,No,6,Hit
88,Thriller,229.7,8.2,Hindi,17,87.7,563.1,7.9,95,5.6,9.0,No,9,Hit
127,Thriller,270.4,5.5,Spanish,40,103.2,578.2,7.2,88,5.7,6.8,Yes,2,Hit
121,Thriller,97.5,7.3,French,50,37.2,200.8,7.2,49,6.6,6.0,Yes,7,Hit
139,Comedy,171.2,5.5,Hindi,43,65.4,296.1,7.5,11,7.4,7.6,Yes,9,Hit
152,Romance,250.1,9.0,French,6,95.5,497.3,6.9,48,7.0,8.6,Yes,1,Hit
134,Thriller,59.0,6.4,English,42,22.5,63.6,4.6,66,6.3,5.9,No,1,Flop
105,Comedy,78.6,5.3,Spanish,95,30.0,106.1,5.0,50,5.7,6.0,No,7,Flop
84,Drama,113.2,4.6,Spanish,71,43.2,129.8,9.0,59,6.0,8.4,Yes,9,Hit
102,Comedy,91.6,5.7,English,74,35.0,51.6,7.8,60,6.0,9.1,Yes,6,Flop
109,Drama,147.7,5.4,Korean,9,56.4,314.7,7.1,83,4.7,8.4,No,0,Hit
146,Drama,206.0,4.9,French,91,78.6,267.7,8.8,17,6.7,6.7,No,9,Hit
176,Comedy,170.3,5.9,English,13,65.0,209.5,8.9,90,6.2,6.2,Yes,1,Hit
131,Romance,17.3,6.8,Spanish,10,6.6,36.4,5.4,89,6.0,6.0,Yes,2,Flop
148,Action,142.9,6.8,Spanish,14,54.6,161.0,6.6,17,6.8,5.2,No,9,Hit
96,Thriller,86.4,7.0,Korean,18,33.0,27.6,7.7,14,6.9,4.2,No,4,Flop
175,Thriller,226.8,5.1,Hindi,59,86.6,226.8,7.2,89,8.6,7.9,No,5,Hit
157,Thriller,16.5,3.3,Spanish,24,6.3,26.5,6.3,28,6.9,9.4,Yes,2,Hit
111,Drama,31.0,8.7,Korean,22,11.8,51.4,4.3,25,9.2,6.4,Yes,0,Hit
154,Romance,197.7,4.3,English,85,75.5,125.3,5.8,29,9.3,8.0,Yes,0,Flop
137,Romance,269.9,3.4,French,38,103.0,120.8,4.7,56,4.7,6.6,No,1,Flop
84,Action,210.4,6.4,Korean,27,80.3,518.1,4.4,24,6.4,6.9,Yes,0,Flop
140,Comedy,137.9,7.9,English,84,52.6,225.6,5.2,69,7.0,4.8,Yes,0,Hit
92,Action,154.4,5.4,Spanish,93,58.9,307.3,8.7,84,8.7,5.8,Yes,7,Hit
147,Comedy,225.7,4.0,Hindi,91,86.2,336.6,6.9,25,4.6,5.9,No,5,Flop
174,Comedy,15.0,7.4,French,79,5.7,23.2,5.7,53,5.0,9.1,Yes,7,Hit
86,Comedy,290.0,6.9,English,36,110.7,99.0,7.6,42,6.4,7.5,Yes,4,Flop
99,Drama,127.4,9.2,Korean,60,48.6,308.7,8.8,17,6.1,9.3,No,0,Hit
95,Comedy,81.1,3.2,French,54,31.0,176.9,6.4,80,5.7,4.4,Yes,9,Flop
162,Drama,117.0,7.8,French,17,44.7,132.9,8.9,31,5.4,9.4,Yes,6,Hit
147,Comedy,197.5,5.5,Spanish,48,75.4,179.7,8.3,31,6.6,5.7,No,0,Flop
131,Action,127.2,7.2,Korean,71,48.6,316.3,7.6,32,4.5,6.7,No,9,Hit
104,Drama,267.6,7.7,French,13,102.2,274.7,6.0,38,4.3,7.9,No,6,Hit
94,Action,166.7,5.5,Spanish,38,63.6,308.7,7.8,35,5.9,4.3,No,2,Hit
112,Romance,71.3,6.4,Spanish,53,27.2,40.8,8.1,32,7.4,7.8,Yes,3,Hit
138,Romance,130.7,5.8,Hindi,68,49.9,286.9,9.4,80,4.4,8.5,Yes,4,Hit
105,Romance,168.2,9.1,French,17,64.2,83.7,5.0,31,7.2,8.9,No,6,Flop
88,Comedy,277.4,5.7,French,57,105.9,197.4,8.7,13,7.7,7.2,Yes,9,Hit
164,Action,59.0,8.9,Hindi,71,22.5,124.0,8.0,81,6.0,8.6,No,3,Hit
138,Romance,255.7,6.2,Hindi,26,97.6,133.6,4.8,94,5.9,9.2,Yes,9,Flop
142,Romance,93.8,5.5,English,65,35.8,115.2,4.8,74,7.1,9.3,No,8,Hit
119,Action,294.3,7.0,French,14,112.4,148.8,9.4,50,4.2,4.0,No,6,Flop
134,Romance,118.5,7.7,Hindi,58,45.2,135.3,5.6,99,4.8,5.6,Yes,2,Flop
179,Thriller,66.4,5.9,English,40,25.4,51.6,6.4,54,4.7,5.1,Yes,9,Flop
123,Action,95.5,7.3,Korean,60,36.5,137.8,7.2,59,7.9,6.9,No,0,Hit
101,Drama,268.3,8.1,Hindi,52,102.4,406.5,7.1,64,9.4,8.4,No,3,Hit
157,Drama,64.5,5.0,Korean,7,24.6,96.5,4.3,34,7.2,4.5,Yes,5,Hit
115,Romance,272.0,7.0,English,93,103.8,247.8,5.4,73,6.1,7.2,No,3,Flop
153,Thriller,260.6,4.3,Korean,13,99.5,180.0,7.9,53,4.3,4.7,No,7,Flop
100,Comedy,239.1,5.8,Hindi,96,91.3,143.4,4.7,19,5.7,9.1,Yes,0,Flop
101,Drama,240.7,3.6,French,58,91.9,266.9,9.0,42,7.0,9.4,No,8,Hit
81,Drama,85.0,7.4,English,40,32.5,61.1,5.8,29,9.3,7.6,Yes,3,Flop
168,Action,128.5,4.7,English,32,49.1,127.0,5.8,40,6.1,6.0,Yes,1,Flop
162,Action,256.4,8.1,French,57,97.9,171.1,5.8,18,5.1,4.6,Yes,4,Flop
177,Thriller,13.5,3.9,Spanish,47,5.2,23.1,9.0,63,9.0,7.2,No,9,Hit
178,Thriller,140.3,6.8,Korean,13,53.6,83.4,7.7,87,7.9,7.8,No,1,Hit
129,Drama,223.8,8.4,Spanish,62,85.4,510.2,4.5,51,8.5,6.8,Yes,6,Hit
174,Thriller,240.8,9.1,French,58,91.9,486.7,4.9,24,6.8,4.2,Yes,3,Hit
86,Action,286.0,3.6,French,73,109.2,261.7,6.9,51,4.1,6.2,Yes,3,Flop
96,Drama,230.0,7.1,Spanish,44,87.8,365.2,7.1,31,8.8,9.3,Yes,1,Hit
116,Drama,258.3,6.5,English,13,98.6,542.4,5.7,16,4.5,7.1,No,0,Hit
141,Thriller,83.7,9.3,Hindi,23,32.0,114.1,4.9,62,5.0,5.8,Yes,5,Flop
165,Romance,241.3,8.0,French,65,92.1,302.1,7.6,38,5.6,9.5,Yes,2,Hit
148,Action,117.7,5.1,Korean,54,44.9,93.0,7.5,26,6.5,8.4,Yes,7,Flop
140,Romance,229.2,3.9,Hindi,86,87.5,323.0,6.4,57,5.9,8.9,No,3,Hit
139,Comedy,57.9,7.5,Spanish,94,22.1,116.6,9.0,88,4.2,4.6,Yes,6,Hit
103,Comedy,109.4,4.9,Hindi,44,41.8,51.6,5.4,72,8.1,5.5,No,7,Flop
154,Action,195.6,4.6,English,68,74.7,117.2,4.3,12,5.9,7.2,Yes,5,Flop
137,Drama,229.9,6.1,Korean,98,87.8,500.6,5.0,31,7.8,5.4,Yes,3,Hit
149,Drama,101.3,5.7,Korean,7,38.7,180.1,6.1,58,7.8,6.4,No,2,Hit
129,Drama,171.2,7.2,English,54,65.4,381.7,7.0,88,5.1,6.2,Yes,9,Flop
112,Thriller,251.4,6.7,English,28,96.0,511.7,8.1,74,7.1,6.8,Yes,3,Hit
123,Action,113.2,7.5,Korean,68,43.2,71.1,8.9,89,6.6,4.9,No,1,Flop
